   "MANDT";"WERKS";"LGORT";"LIFNR";"PARCERIA";"EBELN"
   "400";"2365";"F225";"0010223615";"P";"4600624210"
   "400";"2365";"F231";"0010223615";"P";"4600624210"
   "400";"2365";"FO25";"0010024615";"";"4600624210"
   "400";"2365";"FO31";"0010024615";"";"4600624210"
   "400";"2369";"FH50";"0010220345";"";"4600627520"
   "400";"2370";"F1NT";"0010151738";"";"4600584035"
   "400";"2370";"F2MC";"0010151738";"";"4600584035"
   "400";"2370";"FH52";"0010220345";"";"4600627520"
   "400";"2370";"FH54";"0010220345";"";"4600627520"
   "400";"2370";"FH55";"0010220345";"";"4600627520"
   "400";"2370";"FH62";"0010220345";"";"4600627520"
   "400";"2370";"FM54";"0010210305";"";"4600579928"
   "400";"2370";"FVVM";"0010175378";"";"4600558203"
   "400";"2370";"FVVN";"0010175378";"";"4600558203"
   "400";"2370";"FVVO";"0010175378";"";"4600558203"
   "400";"2370";"FVVP";"0010175378";"";"4600558203"
   "400";"2370";"FVVQ";"0010174083";"P";"4600661916"
   "400";"2371";"FO52";"0010024615";"";"4600624210"
   "400";"2371";"FO54";"0010024615";"";"4600624210"
   "400";"2371";"FO55";"0010024615";"";"4600624210"
   "400";"2371";"FO62";"0010024615";"";"4600624210"
   "400";"2395";"F006";"0010006747";"";"4600566275"
   "400";"2395";"F00I";"0010006747";"";"4600566276"
   "400";"2395";"F0HD";"0010078119";"";"4600580515"
   "400";"2395";"F10G";"0010014003";"";"4600537300"
   "400";"2395";"F1GK";"0010025658";"";"4600537300"
   "400";"2395";"F2AY";"0010001140";"";"4600522476"
   "400";"2395";"F2BA";"0010001140";"";"4600522478"
   "400";"2395";"F2CJ";"0010014003";"";"4600537301"
   "400";"2395";"FAKE";"0010031817";"";"4600648629"
   "400";"2395";"FAKF";"0010031817";"";"4600648319"
   "400";"2395";"FBHH";"0010014003";"";"4600664611"
   "400";"2395";"FEQA";"0010032536";"";"4600565853"
   "400";"2395";"FFXT";"0010050757";"";"4600566277"
   "400";"2395";"FHGE";"0010014003";"";"4600664611"
   "400";"2395";"FJBS";"0010025658";"";"4600537301"
   "400";"2395";"FMAR";"0010210305";"";"4600579928"
   "400";"2395";"FMSS";"0010010526";"";"4600602636"
   "400";"2395";"FOIL";"0010067168";"";"4600639837"
   "400";"2395";"FOSS";"0010001140";"";"4600658580"
   "400";"2395";"FVWE";"0010147377";"";"4600566277"
   "400";"2395";"FWWW";"0010032536";"";"4600602636"
   "400";"2395";"FXA2";"0010067168";"";"4600583840"
   "400";"2395";"FZXA";"0010067168";"";"4600583840"
   "400";"23AA";"F1WS";"0010104985";"";"4600307078"
   "400";"23AB";"F198";"0010007082";"";"4600318802"
   "400";"23AB";"F1WS";"0010104985";"";"4600307078"
   "400";"2400";"F1FH";"0010104985";"P";"4600242757"
   "400";"2400";"F1NT";"0010151738";"";"4600584035"
   "400";"2400";"F1WS";"0010104985";"";"4600307078"
   "400";"2400";"F214";"0010151738";"";"4600390897"
   "400";"2400";"F2MC";"0010151738";"";"4600584035"
   "400";"2401";"F1FH";"0010104985";"P";"4600242757"
   "400";"2401";"F1NT";"0010151738";"";"4600584035"
   "400";"2401";"F1WS";"0010104985";"";"4600307078"
   "400";"2401";"F214";"0010151738";"";"4600390897"
   "400";"2401";"F2MC";"0010151738";"";"4600584035"
   "400";"2401";"F3CH";"0010005033";"";"4600604636"
   "400";"2401";"FMGL";"0010005319";"";"4600655289"
   "400";"2401";"FVGL";"0010005319";"";"4600654284"
   "400";"2402";"F1FH";"0010104985";"P";"4600242757"
   "400";"2402";"F1NT";"0010151738";"";"4600584035"
   "400";"2402";"F1WS";"0010104985";"";"4600307078"
   "400";"2402";"F214";"0010151738";"";"4600390897"
   "400";"2402";"F2MC";"0010151738";"";"4600584035"
   "400";"2403";"F1FH";"0010104985";"P";"4600242757"
   "400";"2403";"F1NT";"0010151738";"";"4600584035"
   "400";"2403";"F1WS";"0010104985";"";"4600307078"
   "400";"2403";"F214";"0010151738";"";"4600390897"
   "400";"2403";"F2MC";"0010151738";"";"4600584035"
   "400";"2404";"F1FH";"0010104985";"P";"4600242757"
   "400";"2404";"F1NT";"0010151738";"";"4600584035"
   "400";"2404";"F1WS";"0010104985";"";"4600307078"
   "400";"2404";"F214";"0010151738";"";"4600390897"
   "400";"2404";"F2MC";"0010151738";"";"4600584035"
   "400";"2405";"F1FH";"0010104985";"P";"4600242757"
   "400";"2405";"F1NT";"0010151738";"";"4600584035"
   "400";"2405";"F1WS";"0010104985";"";"4600307078"
   "400";"2405";"F214";"0010151738";"";"4600390897"
   "400";"2405";"F2MC";"0010151738";"";"4600584035"
   "400";"2407";"F1NT";"0010151738";"";"4600584035"
   "400";"2407";"F1WS";"0010104985";"";"4600307078"
   "400";"2407";"F214";"0010151738";"";"4600390897"
   "400";"2407";"F2MC";"0010151738";"";"4600584035"
   "400";"2409";"F1XI";"0010024717";"";"4600330880"
   "400";"2410";"F1FH";"0010104985";"";"4600242757"
   "400";"2410";"F1NT";"0010151738";"";"4600584035"
   "400";"2410";"F1WS";"0010104985";"";"4600307078"
   "400";"2410";"F214";"0010151738";"";"4600390897"
   "400";"2410";"F2MC";"0010151738";"";"4600584035"
   "400";"2411";"F1CF";"0010025800";"";"4600166461"
   "400";"2411";"F1D8";"0010072516";"";"4600192463"
   "400";"2411";"F1FH";"0010104985";"";"4600242757"
   "400";"2411";"F1LM";"0010079964";"";"4600305123"
   "400";"2411";"F1NT";"0010151738";"";"4600584035"
   "400";"2411";"F1WS";"0010104985";"";"4600307078"
   "400";"2411";"F1XI";"0010024717";"";"4600330880"
   "400";"2411";"F214";"0010151738";"";"4600390897"
   "400";"2411";"F2MC";"0010151738";"";"4600584035"
   "400";"2413";"F1LM";"0010138248";"";"4600305123"
   "400";"2413";"F1NT";"0010151738";"";"4600584035"
   "400";"2413";"F1WS";"0010109485";"";"4600307078"
   "400";"2413";"F1ZF";"0010026003";"";"4600351812"
   "400";"2413";"F214";"0010151738";"";"4600390897"
   "400";"2413";"F215";"0010113776";"";"4600638811"
   "400";"2413";"F2CG";"0010002940";"";"4600531198"
   "400";"2413";"F2MC";"0010151738";"";"4600584035"
   "400";"2413";"FVAH";"0010189127";"";"4600659414"
   "400";"2413";"FVSX";"0010005319";"";"4600556674"
   "400";"2413";"FVSY";"0010172181";"";"4600578440"
   "400";"2413";"FXBF";"0010190032";"";"4600596123"
   "400";"2414";"FPCS";"0010024615";"";"4600650435"
   "400";"2414";"FPCT";"0010024580";"";"4600650435"
   "400";"2418";"FLMX";"0010024580";"";"4600650435"
   "400";"2418";"FMLZ";"0010024615";"";"4600650435"
   "400";"2420";"F1FH";"0010104985";"";"4600242757"
   "400";"2420";"F1HI";"0010014661";"";"4600277101"
   "400";"2420";"F1NT";"0010151738";"";"4600584035"
   "400";"2420";"F1WS";"0010104985";"";"4600307078"
   "400";"2420";"F214";"0010151738";"";"4600390897"
   "400";"2420";"F2MC";"0010151738";"";"4600584035"
   "400";"2421";"F1FH";"0010104985";"P";"4600242757"
   "400";"2421";"F1HI";"0010014661";"";"4600277101"
   "400";"2421";"F1NT";"0010151738";"";"4600584035"
   "400";"2421";"F1WS";"0010104985";"";"4600307078"
   "400";"2421";"F214";"0010151738";"";"4600390897"
   "400";"2421";"F2MC";"0010151738";"";"4600584035"
   "400";"2424";"F1FH";"0010104985";"P";"4600242757"
   "400";"2424";"F1LM";"0010138248";"";"4600305123"
   "400";"2424";"F1NT";"0010151738";"";"4600584035"
   "400";"2424";"F1WS";"0010104985";"";"4600307078"
   "400";"2424";"F214";"0010151738";"";"4600390897"
   "400";"2424";"F2AL";"0010184910";"";"4600463641"
   "400";"2424";"F2MC";"0010151738";"";"4600584035"
   "400";"2429";"FMXL";"0010024615";"";"4600650435"
   "400";"2429";"FMXM";"0010024580";"";"4600650435"
   "400";"2430";"F1FH";"0010104985";"P";"4600242757"
   "400";"2430";"F1NT";"0010151738";"";"4600584035"
   "400";"2430";"F1WS";"0010104985";"";"4600307078"
   "400";"2430";"F214";"0010151738";"";"4600390897"
   "400";"2430";"F2MC";"0010151738";"";"4600584035"
   "400";"2430";"FVSX";"0010005319";"";"4600556674"
   "400";"2431";"F1FH";"0010104985";"P";"4600242757"
   "400";"2431";"F1NT";"0010151738";"";"4600584035"
   "400";"2431";"F1WS";"0010104985";"";"4600307078"
   "400";"2431";"F214";"0010151738";"";"4600390897"
   "400";"2431";"F2MC";"0010151738";"";"4600584035"
   "400";"2442";"F1WS";"0010104985";"";"4600307078"
   "400";"2494";"F1NT";"0010151738";"";"4600584035"
   "400";"2494";"FOSS";"0010001140";"";"4600658580"
   "400";"2494";"FZXA";"0010067168";"";"4600583840"
   "400";"2498";"F006";"0010006747";"";"4600566275"
   "400";"2498";"F00I";"0010006747";"";"4600566276"
   "400";"2498";"F0HD";"0010078119";"";"4600580515"
   "400";"2498";"F10G";"0010014003";"";"4600537300"
   "400";"2498";"F1GK";"0010025658";"";"4600537300"
   "400";"2498";"F1NT";"0010151738";"";"4600584035"
   "400";"2498";"F2AY";"0010001140";"";"4600522476"
   "400";"2498";"F2BA";"0010001140";"";"4600522478"
   "400";"2498";"F2CJ";"0010014003";"";"4600537301"
   "400";"2498";"FAKE";"0010031817";"";"4600648629"
   "400";"2498";"FAKF";"0010031817";"";"4600648319"
   "400";"2498";"FBHH";"0010014003";"";"4600664611"
   "400";"2498";"FEQA";"0010032536";"";"4600565853"
   "400";"2498";"FFXT";"0010050757";"";"4600566277"
   "400";"2498";"FHGE";"0010014003";"";"4600664611"
   "400";"2498";"FJBS";"0010025658";"";"4600537301"
   "400";"2498";"FMAR";"0010210305";"";"4600579928"
   "400";"2498";"FMSS";"0010010526";"";"4600602636"
   "400";"2498";"FOIL";"0010067168";"";"4600639837"
   "400";"2498";"FOSS";"0010001140";"";"4600658580"
   "400";"2498";"FVWE";"0010147377";"";"4600566277"
   "400";"2498";"FWWW";"0010032536";"";"4600602636"
   "400";"2498";"FXA2";"0010067168";"";"4600583840"
   "400";"2498";"FZXA";"0010067168";"";"4600583840"
   "400";"2499";"F1NT";"0010151738";"";"4600584035"
   "400";"2499";"FOSS";"0010001140";"P";"4600658580"
   "400";"2499";"FZXA";"0010067168";"";"4600583840"
   "400";"2500";"F1JU";"0010013799";"";"4600297446"
   "400";"2500";"F1KC";"0010033526";"";"4600305438"
   "400";"2502";"F0HM";"0010000049";"";"4600160429"
   "400";"2502";"F0HP";"0010003755";"";"4600001861"
   "400";"2502";"F0HQ";"0010003755";"";"4600001862"
   "400";"2502";"F0HR";"0010003755";"";"4600001863"
   "400";"2502";"F0HS";"0010033507";"";"4600163648"
   "400";"2502";"F0HT";"0010053270";"";"4600161747"
   "400";"2502";"F0HV";"0010008127";"";"4600004300"
   "400";"2502";"F0HW";"0010063775";"";"4600161135"
   "400";"2502";"F0HY";"0010063775";"";"4600004720"
   "400";"2502";"F0HZ";"0010025082";"";"4600160324"
   "400";"2502";"F0J0";"0010029355";"";"4600160734"
   "400";"2502";"F0J1";"0010063585";"";"4600161503"
   "400";"2502";"F0J2";"0010063585";"";"4600161165"
   "400";"2502";"F0J4";"0010025779";"";"4600164722"
   "400";"2502";"F0J5";"0010014113";"";"4600168158"
   "400";"2502";"F0J6";"0010014113";"";"4600001829"
   "400";"2502";"F198";"0010000851";"";"1612113027"
         "400";"2502";"F199";"0010024835"
   "400";"2502";"F1AR";"0010014113";"";"4600173693"
   "400";"2502";"F1AS";"0010063775";"";"4600168821"
   "400";"2502";"F1AT";"0010025779";"";"4600174270"
   "400";"2502";"F1AU";"0010074077";"";"4600174507"
   "400";"2502";"F1AV";"0010063585";"";"4600175068"
   "400";"2502";"F1BK";"0010063775";"";"4600181609"
   "400";"2502";"F1BS";"0010063775";"";"4600182662"
   "400";"2502";"F1BZ";"0010063585";"";"4600189769"
   "400";"2502";"F1C7";"0010074077";"";"4600195719"
   "400";"2502";"F1D1";"0010008127";"";"4600206599"
   "400";"2502";"F1F3";"0010033507";"";"4600230541"
   "400";"2502";"F1FA";"0010063775";"";"4600234479"
   "400";"2502";"F1FD";"0010003755";"";"4600225779"
   "400";"2502";"F1FU";"0010003755";"";"4600250589"
   "400";"2502";"F1GO";"0010053270";"";"4600260521"
   "400";"2502";"F1GS";"0010024724";"";"4600249741"
   "400";"2502";"F1I3";"0010003755";"";"4600288709"
   "400";"2502";"F1KC";"0010033526";"";"4600305438"
   "400";"2502";"F1KY";"0010003755";"";"4600306923"
   "400";"2502";"F1LF";"0010074077";"P";"4600304623"
   "400";"2510";"F01A";"0010189371";"";"4600565895"
   "400";"2510";"F05U";"0010063585";"";"4600161503"
   "400";"2510";"F0J5";"0010014113";"";"4600168158"
         "400";"2510";"F0J7";"0010000049"
   "400";"2510";"F0J8";"0010003755";"";"4600001861"
   "400";"2510";"F0J9";"0010008127";"";"4600004300"
   "400";"2510";"F0JA";"0010063775";"";"4600161135"
         "400";"2510";"F0JC";"0010024835"
         "400";"2510";"F0JD";"0010025082"
         "400";"2510";"F0JE";"0010025082"
         "400";"2510";"F0JF";"0010025093"
   "400";"2510";"F0JG";"0010025779";"";"4600164722"
   "400";"2510";"F0JJ";"0010014113";"";"4600001829"
   "400";"2510";"F16I";"0010120561";"";"4600430371"
   "400";"2510";"F1AR";"0010014113";"";"4600173693"
   "400";"2510";"F1AU";"0010074077";"";"4600174507"
   "400";"2510";"F1AV";"0010063585";"";"4600175068"
   "400";"2510";"F1BS";"0010063775";"";"4600182662"
   "400";"2510";"F1BZ";"0010063585";"";"4600189769"
   "400";"2510";"F1C7";"0010074077";"";"4600195719"
   "400";"2510";"F1CH";"0010002777";"";"4600185772"
   "400";"2510";"F1CJ";"0010002777";"";"4600239840"
   "400";"2510";"F1DQ";"0010063585";"";"4600218565"
   "400";"2510";"F1DZ";"0010063775";"";"4600173693"
   "400";"2510";"F1ES";"0010063775";"";"4600242748"
   "400";"2510";"F1F1";"0010000851";"";"4600219408"
   "400";"2510";"F1FA";"0010063775";"";"4600234479"
   "400";"2510";"F1FD";"0010003755";"";"4600225779"
   "400";"2510";"F1G2";"0010003721";"";"4600220753"
   "400";"2510";"F1G5";"0010025093";"";"4600252109"
   "400";"2510";"F1G7";"0010110469";"";"4600237473"
   "400";"2510";"F1GA";"0010024835";"";"4600252990"
   "400";"2510";"F1GI";"0010003755";"";"4600252818"
   "400";"2510";"F1GJ";"0010063585";"";"4600252109"
   "400";"2510";"F1GL";"0010063775";"";"4600260092"
   "400";"2510";"F1GP";"0010074077";"";"4600260689"
   "400";"2510";"F1GS";"0010024724";"";"4600249741"
   "400";"2510";"F1H3";"0010000916";"";"4600263472"
   "400";"2510";"F1HD";"0010074077";"";"4600277171"
   "400";"2510";"F1HX";"0010150995";"";"4600403297"
   "400";"2510";"F1I9";"0010135308";"";"4600286481"
   "400";"2510";"F1IO";"0010015584";"";"4600285477"
   "400";"2510";"F1IS";"0010063585";"";"4600286160"
   "400";"2510";"F1IT";"0010063585";"";"4600286158"
   "400";"2510";"F1IU";"0010063775";"";"4600286597"
   "400";"2510";"F1KF";"0010025526";"";"4600300901"
   "400";"2510";"F1MH";"0010003755";"";"4600402497"
   "400";"2510";"F1X1";"0010003755";"";"4600324903"
   "400";"2510";"F1X3";"0010120561";"";"4600402095"
   "400";"2510";"F1XX";"0010074077";"";"4600338287"
   "400";"2510";"F1ZC";"0010135308";"";"4600341622"
   "400";"2510";"F1ZM";"0010089311";"";"4600341679"
   "400";"2510";"F1ZN";"0010000916";"";"4600378222"
   "400";"2510";"F234";"0010178652";"";"4600402895"
   "400";"2510";"F286";"0010063775";"";"4600451000"
   "400";"2510";"F288";"0010120561";"";"4600427797"
   "400";"2510";"F295";"0010120561";"";"4600427797"
   "400";"2510";"F2BN";"0010189371";"";"4600402895"
   "400";"2510";"F358";"0010193045";"";"4600532097"
   "400";"2510";"FV27";"0010063585";"";"4600391727"
   "400";"2510";"FVAE";"0010000851";"";"4600554974"
   "400";"2510";"FVX7";"0010178652";"";"4600577710"
   "400";"2510";"FZX5";"0010221115";"";"4600620512"
         "400";"2520";"F0JK";"0010025093"
   "400";"2520";"F40D";"0010000690";"";"4600557088"
   "400";"2521";"F00W";"0010063775";"";"4600564815"
   "400";"2521";"F0JJ";"0010063585";"";"4600244703"
         "400";"2521";"F0JL";"0010000049"
   "400";"2521";"F0JM";"0010003755";"";"4600160610"
         "400";"2521";"F0JP";"0010003755"
   "400";"2521";"F0JQ";"0010008127";"";"4600004300"
         "400";"2521";"F0JR";"0010024835"
   "400";"2521";"F0JS";"0010063775";"";"4600243813"
   "400";"2521";"F0JT";"0010063775";"";"4600004720"
         "400";"2521";"F0JU";"0010025082"
         "400";"2521";"F0JV";"0010025082"
         "400";"2521";"F0JW";"0010025093"
   "400";"2521";"F0JX";"0010063585";"";"4600161165"
         "400";"2521";"F0JZ";"0010025779"
         "400";"2521";"F0K1";"0010025779"
   "400";"2521";"F1A8";"0010063585";"";"4600377771"
   "400";"2521";"F1AS";"0010063775";"";"4600168821"
   "400";"2521";"F1AW";"0010120561";"";"4600480682"
   "400";"2521";"F1BK";"0010063775";"";"4600181609"
   "400";"2521";"F1C5";"0010063585";"";"4600196003"
   "400";"2521";"F1D1";"0010008127";"";"4600206599"
   "400";"2521";"F1EE";"0010096489";"";"4600217201"
   "400";"2521";"F1FH";"0010104985";"";"4600242757"
   "400";"2521";"F1FQ";"0010074077";"";"4600246666"
   "400";"2521";"F1FZ";"0010008127";"";"4600249191"
   "400";"2521";"F1GS";"0010024724";"";"4600249741"
   "400";"2521";"F1HK";"0010024835";"";"4600279306"
   "400";"2521";"F1HL";"0010063775";"";"4600286597"
   "400";"2521";"F1IY";"0010096489";"";"4600286505"
   "400";"2521";"F1IZ";"0010063585";"";"4600285131"
   "400";"2521";"F1NT";"0010151738";"";"4600584035"
   "400";"2521";"F1WS";"0010104985";"";"4600307078"
   "400";"2521";"F1WT";"0010063775";"";"4600324905"
   "400";"2521";"F214";"0010151738";"";"4600390897"
   "400";"2521";"F215";"0010063585";"";"4600391531"
   "400";"2521";"F217";"0010157600";"";"4600357804"
   "400";"2521";"F261";"0010063775";"";"4600435981"
   "400";"2521";"F2AO";"0010063775";"";"4600493377"
   "400";"2521";"F2AR";"0010063775";"";"4600500916"
   "400";"2521";"F2MC";"0010151738";"";"4600584035"
   "400";"2521";"F40D";"0010000690";"";"4600557088"
   "400";"2521";"FV44";"0010189371";"";"4600401884"
   "400";"2521";"FV63";"0010063775";"";"4600436770"
   "400";"2521";"FV71";"0010063775";"";"4600552172"
   "400";"2521";"FV72";"0010063775";"";"4600478409"
   "400";"2521";"FVVY";"0010112984";"";"4600557409"
   "400";"2521";"FZX5";"0010221115";"";"4600620512"
         "400";"2530";"F0K2";"0010025082"
   "400";"2530";"F1H4";"0010025302";"";"4600270410"
   "400";"2530";"F3CH";"0010005033";"";"4600604636"
   "400";"2532";"F0K3";"0010000049";"";"4600160429"
   "400";"2532";"F0K4";"0010029355";"";"4600160324"
   "400";"2532";"F0K5";"0010029355";"";"4600160734"
         "400";"2532";"F0K6";"0010025093"
         "400";"2532";"F0K7";"0010025779"
   "400";"2532";"F0K8";"0010107097";"";"4600237855"
   "400";"2532";"F0K9";"0010002777";"";"4600241418"
         "400";"2532";"F19A";"0010024835"
   "400";"2532";"F1AJ";"0010101229";"";"4600550410"
   "400";"2532";"F1AT";"0010025779";"";"4600174270"
   "400";"2532";"F1BI";"0010189182";"";"4600510099"
   "400";"2532";"F1BJ";"0010063775";"";"4600184766"
   "400";"2532";"F1FH";"0010104985";"";"4600242757"
   "400";"2532";"F1GS";"0010024724";"";"4600249741"
   "400";"2532";"F1I5";"0010107097";"";"4600286793"
   "400";"2532";"F1JJ";"0010000049";"";"4600294859"
   "400";"2532";"F1NT";"0010151738";"";"4600584035"
   "400";"2532";"F1PX";"0010002715";"";"4600317936"
   "400";"2532";"F1WS";"0010104985";"";"4600307078"
   "400";"2532";"F1X8";"0010025461";"";"4600584271"
   "400";"2532";"F1XE";"0010101229";"";"4600326289"
   "400";"2532";"F207";"0010000049";"";"4600334714"
   "400";"2532";"F214";"0010151738";"";"4600390897"
   "400";"2532";"F243";"0010101229";"";"4600415172"
   "400";"2532";"F256";"0010000049";"";"4600428117"
   "400";"2532";"F2AN";"0010101229";"";"4600497175"
   "400";"2532";"F2MC";"0010151738";"";"4600584035"
   "400";"2532";"F2XD";"0010197763";"";"4600554487"
   "400";"2549";"F0K9";"0010003755";"";"4600001862"
         "400";"2549";"F0KB";"0010025082"
         "400";"2549";"F0KC";"0010025082"
   "400";"2549";"F0KD";"0010063585";"";"4600161500"
         "400";"2549";"F0KF";"0010025779"
         "400";"2549";"F0ZW";"0010000049"
         "400";"2549";"F0ZX";"0010025093"
         "400";"2549";"F0ZZ";"0010025779"
   "400";"2549";"F19B";"0010000851";"";"1612113027"
   "400";"2549";"F19C";"0010008127";"";"4600004300"
   "400";"2549";"F1AQ";"0010024893";"";"4600005681"
   "400";"2549";"F1C6";"0010063585";"";"4600193614"
   "400";"2549";"F1CA";"0010000916";"";"4600202468"
   "400";"2549";"F1GM";"0010101229";"";"4600242662"
   "400";"2549";"F1GS";"0010024724";"";"4600249741"
   "400";"2549";"F1H7";"0010063775";"";"4600264681"
   "400";"2549";"F1J5";"0010101229";"";"4600286057"
   "400";"2549";"F1JK";"0010101229";"";"4600286057"
   "400";"2549";"F1KZ";"0010063585";"";"4600302319"
   "400";"2549";"F1LX";"0010101229";"";"4600313773"
   "400";"2549";"F212";"0010063585";"";"4600388303"
   "400";"2549";"F269";"0010101229";"";"4600445315"
   "400";"2600";"F01T";"0010157253";"";"4600567620"
   "400";"2600";"F03K";"0010000650";"";"4600371619"
   "400";"2600";"F061";"0010005319";"";"4600237762"
         "400";"2600";"F064";"0010016710"
   "400";"2600";"F0KG";"0010000650";"";"4600004476"
   "400";"2600";"F0KH";"0010000650";"";"4600004773"
         "400";"2600";"F0KJ";"0010000777"
   "400";"2600";"F0KK";"0010024902";"";"4600001183"
   "400";"2600";"F0KP";"0010025359";"";"4600002450"
   "400";"2600";"F0KQ";"0010025388";"";"4600003963"
   "400";"2600";"F0L6";"0010000650";"";"4600004773"
   "400";"2600";"F100";"0010019914";"";"4600001183"
   "400";"2600";"F101";"0010024893";"";"4600004773"
   "400";"2600";"F107";"0010191737";"";"4600536787"
   "400";"2600";"F19D";"0010019914";"";"4600005789"
   "400";"2600";"F1BD";"0010027721";"";"4600182756"
   "400";"2600";"F1BE";"0010000650";"";"4600177861"
   "400";"2600";"F1BF";"0010025946";"";"4600175658"
   "400";"2600";"F1BG";"0010027721";"";"4600177904"
   "400";"2600";"F1BH";"0010019914";"";"4600171650"
   "400";"2600";"F1BL";"0010000650";"";"4600182065"
   "400";"2600";"F1BM";"0010000650";"";"4600245582"
   "400";"2600";"F1C2";"0010000650";"";"4600196169"
   "400";"2600";"F1CD";"0010027721";"";"4600204258"
   "400";"2600";"F1CW";"0010000650";"";"4600457293"
   "400";"2600";"F1D2";"0010025099";"";"4600206105"
   "400";"2600";"F1D3";"0010007775";"";"4600206213"
   "400";"2600";"F1DE";"0010092810";"";"4600213598"
   "400";"2600";"F1DH";"0010064752";"";"4600215078"
   "400";"2600";"F1DJ";"0010085375";"";"4600217060"
   "400";"2600";"F1DK";"0010094195";"";"4600216865"
   "400";"2600";"F1DR";"0010094195";"";"4600206213"
   "400";"2600";"F1DV";"0010000650";"";"4600220177"
   "400";"2600";"F1E8";"0010095310";"";"4600217060"
   "400";"2600";"F1EC";"0010000650";"";"4600223707"
   "400";"2600";"F1EG";"0010097267";"";"4600215078"
   "400";"2600";"F1EX";"0010095310";"";"4600242961"
   "400";"2600";"F1EZ";"0010095310";"";"4600229313"
   "400";"2600";"F1F7";"0010004181";"";"4600231565"
   "400";"2600";"F1FB";"0010153871";"";"4600353494"
   "400";"2600";"F1FH";"0010104985";"";"4600242757"
   "400";"2600";"F1FM";"0010097267";"";"4600239676"
   "400";"2600";"F1FT";"0010095310";"";"4600251080"
   "400";"2600";"F1GN";"0010092810";"";"4600260497"
   "400";"2600";"F1GY";"0010214336";"";"4600581220"
   "400";"2600";"F1I0";"0010000650";"";"4600290339"
   "400";"2600";"F1J1";"0010196052";"";"4600551937"
   "400";"2600";"F1JA";"0010000650";"";"4600293900"
   "400";"2600";"F1JB";"0010085375";"";"4600294289"
   "400";"2600";"F1K2";"0010000650";"";"4600300722"
   "400";"2600";"F1K3";"0010000650";"";"4600300722"
   "400";"2600";"F1K9";"0010000650";"";"4600302409"
   "400";"2600";"F1KO";"0010085375";"";"4600301417"
   "400";"2600";"F1LV";"0010062563";"";"4600317432"
   "400";"2600";"F1MC";"0010141766";"";"4600318524"
   "400";"2600";"F1NT";"0010151738";"";"4600584035"
   "400";"2600";"F1WS";"0010104985";"";"4600307078"
   "400";"2600";"F1WT";"0010143134";"";"4600323742"
   "400";"2600";"F1XH";"0010144105";"";"4600317764"
   "400";"2600";"F1XY";"0010148098";"";"4600334712"
   "400";"2600";"F210";"0010149571";"";"4600336574"
   "400";"2600";"F214";"0010151738";"";"4600390897"
   "400";"2600";"F244";"0010085375";"";"4600353494"
   "400";"2600";"F292";"0010148922";"";"4600448720"
   "400";"2600";"F2AF";"0010185063";"";"4600477803"
   "400";"2600";"F2AI";"0010000650";"";"4600493704"
   "400";"2600";"F2AQ";"0010187547";"";"4600500272"
   "400";"2600";"F2BC";"0010190476";"";"4600512203"
   "400";"2600";"F2BO";"0010157253";"";"4600527070"
   "400";"2600";"F2CC";"0010153871";"";"4600531677"
   "400";"2600";"F2CE";"0010157253";"";"4600534166"
   "400";"2600";"F2MC";"0010151738";"";"4600584035"
   "400";"2600";"F357";"0010185063";"";"4600536071"
   "400";"2600";"FJ13";"0010157253";"";"4600567586"
   "400";"2600";"FJ16";"0010085375";"";"4600589538"
   "400";"2600";"FV22";"0010157253";"";"4600367917"
   "400";"2600";"FV23";"0010157193";"";"4600367224"
   "400";"2600";"FV29";"0010162723";"";"4600396187"
   "400";"2600";"FV57";"0010000851";"";"4600457073"
   "400";"2600";"FV64";"0010157253";"";"4600457073"
   "400";"2600";"FV65";"0010157253";"";"4600433894"
   "400";"2600";"FV70";"0010175600";"";"4600442980"
   "400";"2600";"FV75";"0010157253";"";"4600507571"
   "400";"2600";"FV76";"0010157253";"";"4600493576"
   "400";"2600";"FV80";"0010185739";"";"4600481597"
   "400";"2600";"FV97";"0010191737";"";"4600524580"
   "400";"2600";"FVAD";"0010196052";"";"4600549915"
   "400";"2600";"FVU5";"0010196683";"";"4600552171"
   "400";"2600";"FVV3";"0010196760";"";"4600549089"
   "400";"2600";"FVZ4";"0010024115";"";"4600558169"
   "400";"2600";"FZX3";"0010218605";"";"4600605411"
   "400";"2606";"F01T";"0010157253";"";"4600567620"
   "400";"2606";"F03K";"0010000650";"";"4600371619"
   "400";"2606";"F0KT";"0010000650";"";"4600004476"
   "400";"2606";"F0KU";"0010000650";"";"4600004773"
   "400";"2606";"F0KV";"0010022995";"";"4600260518"
   "400";"2606";"F0KW";"0010024902";"";"4600001183"
   "400";"2606";"F0KZ";"0010025359";"";"4600002450"
   "400";"2606";"F0L0";"0010025388";"";"4600003963"
   "400";"2606";"F0L6";"0010000650";"";"4600004773"
   "400";"2606";"F102";"0010005319";"";"4600162939"
   "400";"2606";"F103";"0010019914";"";"4600001183"
   "400";"2606";"F107";"0010191737";"";"4600536787"
   "400";"2606";"F19E";"0010019914";"";"4600005789"
   "400";"2606";"F19F";"0010024893";"";"4600004773"
         "400";"2606";"F19G";"0010039523"
   "400";"2606";"F1BD";"0010027721";"";"4600182756"
   "400";"2606";"F1BE";"0010000650";"";"4600177861"
   "400";"2606";"F1BF";"0010025946";"";"4600175658"
